shipment_id,transit_hours,door_opens,mean_temp,max_temp,min_temp,temp_std_c,temp_recovery_rate,rh_mean,rh_std,rh_max,package_type,product_volume_l,fill_ratio,carrier_id,origin_zone,dest_zone,leg_count,sensor_gap_hours,vibration_index,feature_x1,feature_x2,feature_x3,silent_failure,max_temp_c,delay_minutes,high_spoilage_risk,failure_category,predicted_spoilage_risk
SHP001216,5.26,10,4.472,7.249,4.397,1.331,0.3904,0.4681,0.1074,0.5081,1,12.78,0.9113,5,5,4,1,0.513,2.621,-0.2407,-1.0348,0,0,4.472,4.397,0,Refrigeration Failure,0
SHP001217,1.72,0,4.098,4.145,4.015,0.667,0.5807,0.5603,0.0667,0.621,2,11.11,0.8721,9,4,0,3,4.157,1.1625,-0.4395,-0.2074,0,0,4.098,4.015,0,Urban Traffic,0
SHP001218,1.45,5,4.769,4.839,4.425,0.437,0.4821,0.4389,0.0337,0.5468,1,16.36,0.6925,4,2,2,1,0.028,1.2473,-0.2864,0.656,0,0,4.769,4.425,0,Hub Dwell Delay,0
SHP001219,10.57,13,6.957,8.336,3.98,1.334,0.4503,0.592,0.1689,0.7877,0,12.48,0.5947,2,3,2,1,0.042,1.1708,-0.5232,0.1717,0,0,6.957,3.98,1,Refrigeration Failure,1
SHP001220,3.27,6,2.805,5.173,1.54,1.341,0.3596,0.5415,0.0221,0.5586,0,8.07,0.7939,4,0,4,2,2.262,3.3079,-1.4156,-0.1563,1,0,2.805,1.54,0,Refrigeration Failure,0
SHP001221,1.98,1,4.426,4.704,4.342,0.756,0.3423,0.4556,0.0543,0.5936,2,15.65,0.6676,0,4,2,1,0.101,2.1151,-0.4912,-0.6416,1,0,4.426,4.342,0,Hub Dwell Delay,0
SHP001222,1.53,1,5.008,5.737,4.998,0.411,0.2333,0.4838,0.0633,0.6287,0,13.23,0.843,0,2,0,1,0.101,2.2432,-0.2246,-0.5226,1,0,5.008,4.998,0,Hub Dwell Delay,0
SHP001223,4.16,6,4.045,5.934,3.649,0.925,0.3485,0.4605,0.0403,0.5329,2,16.81,0.4661,8,1,1,1,0.964,1.7523,1.4699,2.0418,0,0,4.045,3.649,0,None,0
SHP001224,10.66,8,4.448,6.43,4.045,2.343,0.4696,0.4951,0.1158,0.6873,1,15.26,0.5887,2,0,3,2,0.182,0.8051,0.6238,0.6016,0,1,4.448,4.045,1,Hub Dwell Delay,1
SHP001225,3.82,3,3.404,5.201,2.48,0.942,0.0771,0.5888,0.0647,0.6137,0,20.07,0.828,4,0,5,2,0.151,0.4626,1.9032,-1.2809,1,0,3.404,2.48,0,None,0
SHP001226,9.63,9,-0.338,1.152,-1.65,1.895,0.5591,0.6579,0.0985,0.791,2,11.07,0.7608,10,2,4,3,1.091,2.3618,0.4276,1.4167,1,0,-0.338,-1.65,1,None,1
SHP001227,11.39,15,5.546,11.843,5.006,1.862,0.4243,0.5552,0.1518,0.6399,0,9.95,0.8729,10,1,4,2,0.891,2.1148,-0.7529,-1.425,0,0,5.546,5.006,1,Hub Dwell Delay,1
SHP001228,1.46,4,4.992,5.338,4.564,0.309,0.5402,0.4527,0.0663,0.491,0,16.51,0.8098,1,4,4,2,0.283,1.3198,0.7262,-0.6327,0,0,4.992,4.564,0,Refrigeration Failure,0
SHP001229,5.0,14,6.704,7.204,5.388,1.654,0.6913,0.4796,0.0911,0.6206,0,11.49,0.7188,2,2,1,2,0.451,2.0888,-0.7763,-1.3136,0,0,6.704,5.388,1,Urban Traffic,1
SHP001230,1.35,4,4.391,5.327,3.832,0.758,0.3787,0.4987,0.0515,0.5563,0,8.07,0.8342,1,4,4,3,0.105,3.4283,1.2096,-0.0683,1,0,4.391,3.832,0,Urban Traffic,0
SHP001231,1.83,5,3.444,4.117,2.64,0.741,0.3236,0.4084,0.0171,0.6055,1,17.5,0.676,5,5,1,2,1.844,0.3725,-1.5806,-1.245,1,0,3.444,2.64,0,None,0
SHP001232,1.27,2,3.396,3.626,3.058,0.511,0.4551,0.5225,0.0379,0.5655,2,14.11,0.6894,2,0,3,2,0.347,1.4106,-0.4257,-0.0898,0,0,3.396,3.058,0,Urban Traffic,0
SHP001233,5.18,19,5.157,6.718,4.813,1.171,0.7299,0.6014,0.0807,0.7298,2,7.22,0.7823,5,4,3,1,1.176,0.4017,-2.8291,1.7185,0,1,5.157,4.813,0,Urban Traffic,0
SHP001234,1.52,4,4.32,4.768,3.839,0.824,0.4354,0.4594,0.0321,0.5003,0,11.57,0.5567,2,0,2,2,0.637,2.5802,-0.4812,1.4991,0,0,4.32,3.839,0,Hub Dwell Delay,0
SHP001235,1.7,2,2.643,3.079,1.975,0.47,0.4394,0.5076,0.0347,0.605,0,13.31,0.591,8,3,2,1,0.615,2.4864,-0.111,-0.1864,1,0,2.643,1.975,0,Hub Dwell Delay,0
SHP001236,9.52,9,5.655,7.171,2.86,2.309,0.4017,0.4639,0.0847,0.6049,1,18.91,0.5547,2,0,3,3,1.867,0.8445,-0.0754,0.8168,0,0,5.655,2.86,1,Urban Traffic,1
SHP001237,1.4,4,3.875,4.064,3.061,0.616,0.338,0.53,0.0197,0.5512,2,14.3,0.784,4,1,4,2,0.027,1.477,0.8248,-0.8895,0,0,3.875,3.061,0,Urban Traffic,0
SHP001238,4.64,22,4.597,8.852,2.743,2.338,0.63,0.7028,0.0661,0.7114,0,14.31,0.5637,2,3,0,1,0.949,1.4641,0.7655,-0.5239,0,0,4.597,2.743,0,Urban Traffic,0
SHP001239,1.34,5,3.209,3.392,2.97,0.795,0.4204,0.4669,0.0293,0.5225,0,10.98,1.0,11,2,4,2,2.217,1.805,-0.0879,-1.1539,0,0,3.209,2.97,0,Hub Dwell Delay,0
SHP001240,4.15,17,3.621,4.343,2.723,1.283,0.4953,0.5121,0.1043,0.6079,0,12.8,0.47,3,2,2,2,2.733,3.2767,-0.6515,0.1197,1,0,3.621,2.723,0,Refrigeration Failure,0
SHP001241,6.17,8,4.381,5.853,3.089,1.309,0.3704,0.6069,0.1003,0.7533,0,15.6,0.4965,10,1,3,3,1.008,1.7653,-1.6692,-0.9059,0,0,4.381,3.089,0,Hub Dwell Delay,0
SHP001242,3.61,6,4.86,7.682,4.776,0.509,0.4716,0.5498,0.0632,0.6437,1,10.29,0.7044,5,3,5,1,0.009,1.6187,-0.3569,0.3067,0,0,4.86,4.776,0,Urban Traffic,0
SHP001243,4.77,22,4.739,7.527,4.33,2.356,0.4595,0.4535,0.1066,0.5161,2,15.79,1.0,2,1,2,3,0.542,2.5227,1.4215,2.3872,0,0,4.739,4.33,0,Urban Traffic,0
SHP001244,3.81,18,3.962,6.343,2.327,1.567,0.5813,0.4467,0.1079,0.4727,1,13.97,0.6172,6,4,3,2,0.192,3.2322,-1.283,-0.9078,1,0,3.962,2.327,0,Hub Dwell Delay,0
SHP001245,4.26,5,4.166,4.682,3.829,0.848,0.3281,0.3861,0.071,0.4978,0,13.12,0.8018,8,3,1,1,0.181,1.9818,0.251,0.6676,0,0,4.166,3.829,0,Urban Traffic,0
SHP001246,2.52,3,2.513,3.734,1.691,0.51,0.1657,0.4918,0.0808,0.5625,1,11.42,0.7444,10,1,3,1,0.402,1.0337,0.5835,0.6914,0,0,2.513,1.691,0,Hub Dwell Delay,0
SHP001247,2.0,1,3.942,4.274,3.412,0.555,0.2757,0.519,0.0318,0.5799,2,10.98,0.67,9,2,5,1,0.303,0.591,2.8323,-0.757,0,0,3.942,3.412,0,Refrigeration Failure,0
SHP001248,10.43,9,6.708,7.815,5.252,2.082,0.4269,0.6413,0.0985,,0,8.73,0.4743,5,1,0,1,0.609,2.7539,-0.2411,0.9136,1,1,6.708,5.252,1,Urban Traffic,1
SHP001249,3.63,10,4.526,4.78,4.444,0.62,0.3379,0.5715,0.0048,0.6557,1,9.45,0.6955,6,0,1,1,0.433,1.6988,-0.9568,2.3347,1,0,4.526,4.444,0,Urban Traffic,0
SHP001250,4.24,6,4.12,5.47,2.66,1.49,0.5778,0.5717,0.0838,0.7644,0,7.9,0.6201,4,0,5,1,0.828,1.9302,-0.7777,-0.8681,0,0,4.12,2.66,0,Refrigeration Failure,0
SHP001251,9.91,11,5.355,6.755,4.507,2.717,0.4432,0.6973,0.103,0.7693,0,10.57,0.7473,8,2,1,2,0.114,1.1589,0.594,0.6185,0,1,5.355,4.507,1,Refrigeration Failure,1
SHP001252,4.55,6,4.315,4.387,3.938,1.549,0.4922,0.5321,0.0774,0.7331,0,8.37,0.9418,11,1,4,1,0.875,1.6492,0.9259,-0.2128,0,0,4.315,3.938,0,Urban Traffic,0
SHP001253,0.98,4,4.015,4.529,3.875,0.612,0.5941,0.4702,0.0335,0.5538,0,8.72,0.3911,9,2,0,1,2.516,1.8424,-0.4666,-0.2813,0,0,4.015,3.875,0,Hub Dwell Delay,0
SHP001254,1.82,3,4.464,5.252,3.667,0.772,0.5222,0.4991,0.0291,0.5812,0,8.12,0.5551,8,5,5,1,0.619,0.6385,-0.8005,0.7229,0,0,4.464,3.667,0,Refrigeration Failure,0
SHP001255,2.37,10,4.842,5.662,4.757,1.345,0.5236,0.4619,0.0398,0.5941,1,7.58,0.4793,5,0,5,3,1.036,2.9979,0.5638,-1.1168,0,0,4.842,4.757,0,None,0
SHP001256,4.3,7,4.738,8.216,4.019,0.655,0.4595,0.4511,0.0533,0.6084,1,15.21,0.6146,1,4,3,3,1.502,2.6022,0.0043,2.5079,0,0,4.738,4.019,0,None,0
SHP001257,8.64,14,8.012,10.754,6.525,1.569,0.4666,0.7132,0.2115,0.7687,0,14.62,0.6217,11,1,0,2,1.329,2.6962,0.4944,-2.2025,0,1,8.012,6.525,1,Hub Dwell Delay,1
SHP001258,3.31,18,7.865,8.24,6.749,1.993,0.4611,0.5641,0.0751,0.7627,0,17.14,0.5712,2,4,2,2,0.771,1.7013,0.3421,-0.5941,0,0,7.865,6.749,1,Refrigeration Failure,1
SHP001259,3.93,9,4.508,5.915,3.275,1.514,0.4749,0.4783,0.0801,0.6113,0,9.99,0.8873,8,3,0,1,0.574,1.3302,-0.7473,-0.2205,0,0,4.508,3.275,0,Refrigeration Failure,0
SHP001260,1.42,6,3.112,3.119,2.804,0.581,0.498,0.3267,0.0409,0.4184,0,15.13,0.441,11,0,4,2,0.953,2.0754,1.7387,-0.4557,1,0,3.112,2.804,0,Hub Dwell Delay,0
SHP001261,10.97,12,5.118,5.58,4.136,2.903,0.5821,0.4912,0.0941,0.5117,0,7.99,0.8851,6,3,2,1,1.652,1.1591,-0.0999,1.1623,1,0,5.118,4.136,1,Urban Traffic,1
SHP001262,3.83,24,5.829,7.989,4.757,2.131,0.3448,0.5936,0.0852,0.8244,0,8.53,0.6241,7,1,2,1,0.666,0.6854,0.3996,0.1094,0,1,5.829,4.757,0,Urban Traffic,0
SHP001263,14.34,13,3.675,5.934,3.204,2.774,0.8212,0.6477,0.0966,0.7699,0,11.79,0.7002,7,1,3,2,0.053,1.6099,-0.2622,-0.3937,0,0,3.675,3.204,1,Urban Traffic,1
SHP001264,1.26,1,3.239,3.68,2.657,0.504,0.2563,0.4134,0.0497,0.449,0,10.51,0.7223,8,3,3,3,2.068,2.3446,-0.2891,0.4126,1,0,3.239,2.657,0,None,0
SHP001265,2.47,13,7.714,10.881,4.891,2.145,0.7571,0.4727,0.1394,0.6494,0,9.95,0.8132,8,4,1,1,0.625,0.8504,-0.7674,-1.2906,1,0,7.714,4.891,1,Urban Traffic,1
SHP001266,1.48,0,3.417,4.319,2.569,0.42,0.2994,0.47,0.0433,0.5763,0,15.72,0.9512,11,4,0,2,1.012,3.9856,0.9687,-0.3232,0,0,3.417,2.569,0,Urban Traffic,0
SHP001267,9.78,11,3.024,8.712,1.419,1.354,0.3559,0.6364,0.0527,0.7817,1,16.13,0.5133,2,0,3,3,0.049,0.0504,-0.599,0.5444,0,1,3.024,1.419,1,Hub Dwell Delay,1
SHP001268,2.65,4,1.909,3.588,0.213,0.878,0.4265,0.4132,0.0684,0.5138,0,17.69,0.6866,1,1,3,1,0.628,1.8073,-2.0786,0.4472,0,0,1.909,0.213,0,Hub Dwell Delay,0
SHP001269,1.21,3,4.331,5.191,4.211,0.591,0.3381,0.498,0.0312,0.5089,0,5.97,0.9644,1,5,2,1,0.526,1.4399,0.6124,0.2983,1,0,4.331,4.211,0,Hub Dwell Delay,0
SHP001270,0.8,2,2.545,3.248,2.362,0.82,0.4334,0.4888,0.0284,0.5794,0,10.58,0.6789,10,1,3,1,0.112,2.5852,-0.1487,-0.41,0,0,2.545,2.362,0,Urban Traffic,0
SHP001271,1.45,3,3.467,3.988,3.17,0.665,0.2064,0.5179,0.0491,0.6138,1,7.47,0.6761,2,0,1,2,0.343,1.0026,-1.7171,1.1721,0,0,3.467,3.17,0,Urban Traffic,0
SHP001272,1.99,3,3.549,4.24,3.096,0.374,0.5565,0.4576,0.0299,0.472,2,15.52,0.7108,8,5,1,3,1.348,3.3626,0.8657,0.8927,0,0,3.549,3.096,0,Hub Dwell Delay,0
SHP001273,1.09,7,3.367,3.843,2.623,0.543,0.4684,0.442,0.0312,0.4502,1,14.93,0.7278,7,0,0,1,1.586,1.9291,-2.1941,-0.6894,1,0,3.367,2.623,0,Urban Traffic,0
SHP001274,3.81,20,6.454,7.125,5.585,1.848,0.5756,0.6163,0.1215,0.7113,0,12.52,0.6833,4,2,2,1,0.173,0.8129,-0.7122,0.548,0,0,6.454,5.585,1,Refrigeration Failure,1
SHP001275,8.39,15,5.345,7.999,3.261,2.393,0.3221,0.5701,0.0726,0.6278,0,10.79,0.8302,11,3,5,3,0.316,1.6753,0.0389,-0.0586,0,0,5.345,3.261,1,Refrigeration Failure,1
SHP001276,9.36,6,5.485,7.68,4.982,2.07,0.3636,0.4695,0.0795,0.716,0,7.19,0.4513,11,5,0,1,0.828,2.6183,0.1292,0.6419,0,0,5.485,4.982,1,Urban Traffic,1
SHP001277,10.01,6,5.26,6.988,3.549,2.052,0.347,0.6273,0.0918,0.9723,2,12.14,0.842,10,0,4,2,1.839,3.9577,-0.0493,-1.221,0,1,5.26,3.549,1,Hub Dwell Delay,1
SHP001278,3.0,20,5.362,6.707,4.111,1.879,0.4667,0.5341,0.1284,0.6628,1,12.98,0.5077,7,0,5,2,0.055,1.0125,-2.3735,-0.0562,1,1,5.362,4.111,0,Refrigeration Failure,0
SHP001279,1.54,5,4.992,5.01,4.872,0.362,0.2818,0.5119,0.0881,0.6082,2,4.14,0.6735,6,4,5,1,1.143,1.9298,0.6723,-2.289,0,0,4.992,4.872,0,Urban Traffic,0
SHP001280,4.08,13,8.253,10.055,7.566,3.01,0.4914,0.5583,0.1401,0.6547,0,11.2,0.5973,8,2,5,1,0.143,1.0923,0.3851,0.7937,0,0,8.253,7.566,1,Hub Dwell Delay,1
SHP001281,1.88,1,3.678,4.332,2.98,0.834,0.4564,0.4529,0.0457,0.5177,0,9.65,0.8116,0,5,5,3,0.749,2.574,0.073,1.9579,0,0,3.678,2.98,0,Urban Traffic,0
SHP001282,4.2,15,7.552,10.566,7.111,0.894,0.5628,0.4727,0.0534,0.5202,0,17.54,0.7421,11,5,2,1,0.056,0.2099,-1.1828,0.7038,1,1,7.552,7.111,1,Urban Traffic,1
SHP001283,4.08,21,5.887,6.133,5.691,1.321,0.2291,0.5855,0.1161,0.6171,0,11.91,0.6864,1,4,2,2,0.116,3.7087,-0.5541,-1.7158,0,1,5.887,5.691,0,None,0
SHP001284,3.47,12,5.462,8.115,4.849,2.176,0.5919,0.4641,0.0759,0.6181,0,9.91,0.7761,7,3,1,3,0.676,3.3752,1.1946,-1.4746,1,0,5.462,4.849,0,Refrigeration Failure,0
SHP001285,3.77,7,4.146,4.878,3.852,0.791,0.2932,0.5278,0.0736,0.5972,1,13.58,0.6416,1,5,3,3,0.377,1.2726,0.3428,1.3047,1,0,4.146,3.852,0,Refrigeration Failure,0
SHP001286,1.6,3,3.711,3.899,2.736,0.548,0.3594,0.5295,0.0581,0.592,2,10.26,0.7761,0,0,4,1,1.271,1.3236,-0.8288,-0.6337,0,0,3.711,2.736,0,Refrigeration Failure,0
SHP001287,1.8,4,3.938,4.037,3.776,0.992,0.1689,0.4595,0.0353,0.4621,0,9.06,0.9215,6,0,1,2,0.424,1.8964,0.6256,-0.3806,1,0,3.938,3.776,0,Refrigeration Failure,0
SHP001288,2.89,6,1.876,2.774,1.398,1.213,0.585,0.343,0.0425,,1,16.61,0.7083,9,3,3,2,0.023,0.5803,-1.011,-0.2665,0,0,1.876,1.398,0,Hub Dwell Delay,0
SHP001289,3.97,8,3.856,4.236,3.659,1.132,0.3566,0.6467,0.0376,0.7192,0,8.52,0.8561,8,2,4,2,1.205,1.5408,0.1398,1.085,0,0,3.856,3.659,0,Urban Traffic,0
SHP001290,7.48,13,6.961,13.937,3.867,1.831,0.2722,0.8555,0.1676,0.8762,0,10.85,0.823,10,1,5,1,0.184,1.9461,-0.5047,0.3587,0,1,6.961,3.867,1,Urban Traffic,1
SHP001291,2.81,6,3.388,3.977,3.034,1.043,0.3281,0.5262,0.0563,0.8487,1,13.41,0.6397,1,0,4,2,1.089,3.0393,-0.0742,0.3774,0,0,3.388,3.034,0,Urban Traffic,0
SHP001292,2.27,5,2.674,5.003,2.02,0.766,0.5115,0.3528,0.0017,0.4903,1,18.77,0.6823,3,1,3,3,0.687,1.3194,-1.3736,-0.0556,0,0,2.674,2.02,0,Urban Traffic,0
SHP001293,2.76,1,2.187,3.258,1.334,0.823,0.4356,0.4234,0.0243,0.5277,0,12.56,0.7761,10,2,0,2,2.31,3.1845,-1.4098,1.9529,0,0,2.187,1.334,0,None,0
SHP001294,2.32,2,3.357,4.458,2.728,0.563,0.4517,0.5018,0.0572,0.5551,1,14.68,0.7271,3,0,0,2,0.142,1.7883,-0.3417,-1.0836,0,0,3.357,2.728,0,Urban Traffic,0
SHP001295,1.95,5,4.503,5.596,4.16,0.727,0.0984,0.4792,0.0521,0.551,0,8.94,0.6804,2,0,5,1,0.316,0.2192,-0.3302,1.8449,1,0,4.503,4.16,0,Urban Traffic,0
SHP001296,3.85,8,3.988,6.112,2.02,1.118,0.6815,0.4855,0.1046,0.5134,2,13.92,0.8841,6,5,1,1,0.363,2.2953,1.1365,2.2289,0,0,3.988,2.02,0,None,0
SHP001297,8.48,11,5.234,7.685,4.606,1.779,0.5075,0.6598,0.0336,0.99,0,14.49,0.9532,5,0,0,1,0.286,1.5955,-0.5136,0.6733,0,0,5.234,4.606,1,Urban Traffic,1
SHP001298,1.64,2,2.619,3.818,2.137,1.128,0.2881,0.3893,0.039,0.4128,1,11.59,0.636,6,0,2,2,0.484,1.2057,-2.2866,0.3748,0,0,2.619,2.137,0,Refrigeration Failure,0
SHP001299,3.13,7,6.25,8.041,5.003,1.038,0.4021,0.4527,0.0525,0.5173,2,11.93,0.5946,5,2,0,1,0.193,0.3302,-0.116,-1.8413,0,0,6.25,5.003,1,Hub Dwell Delay,1
SHP001300,1.42,0,3.794,4.323,3.282,0.767,0.2217,0.4488,0.0443,0.4656,2,17.63,0.803,2,1,3,2,0.482,3.0385,-0.377,-0.731,1,0,3.794,3.282,0,Urban Traffic,0
SHP001301,2.82,26,7.079,11.734,6.634,2.37,0.5416,0.6227,0.019,0.655,0,15.48,0.6869,1,2,4,2,0.788,0.8161,0.3851,-1.9523,0,1,7.079,6.634,1,Refrigeration Failure,1
SHP001302,1.9,4,3.391,3.497,3.281,0.696,0.5511,0.4824,0.0417,0.4827,0,8.88,0.7887,9,4,0,2,0.331,1.0615,0.1323,1.2163,1,0,3.391,3.281,0,Urban Traffic,0
SHP001303,10.85,7,6.618,9.372,3.862,1.512,0.4821,0.6222,0.1207,0.8139,1,15.12,1.0,11,3,2,2,1.339,2.8284,-0.3638,0.0097,1,1,6.618,3.862,1,None,1
SHP001304,1.72,6,2.446,3.281,2.41,0.653,0.4632,0.512,0.0439,0.5244,2,5.25,0.7896,3,0,1,1,0.523,2.3337,1.2919,1.2446,1,1,2.446,2.41,0,Urban Traffic,0
SHP001305,3.15,4,3.144,4.806,2.17,0.985,0.5588,0.4106,0.0613,0.4436,0,9.18,0.9154,10,5,3,1,0.562,1.5685,-0.1691,0.5106,1,0,3.144,2.17,0,Hub Dwell Delay,0
SHP001306,2.53,5,2.133,4.585,2.099,0.528,0.3842,0.462,0.0639,0.5868,1,14.59,0.8541,1,2,2,1,1.86,3.0719,-0.0751,-1.8028,1,0,2.133,2.099,0,Urban Traffic,0
SHP001307,2.27,8,1.253,1.531,0.629,1.423,0.4592,0.4075,0.0516,0.4729,0,8.89,0.8699,11,4,0,2,0.741,1.2076,-0.391,1.0784,1,0,1.253,0.629,0,Urban Traffic,0
SHP001308,3.08,4,3.211,4.102,2.108,0.928,0.6015,0.4473,0.0025,0.4936,1,15.22,0.4249,5,0,0,3,0.428,2.2063,-0.9138,1.2856,0,0,3.211,2.108,0,None,0
SHP001309,2.08,3,3.198,3.454,2.9,0.67,0.6143,0.4231,0.062,0.4316,2,16.44,0.8789,10,5,3,2,0.592,2.0682,0.8827,2.1676,0,0,3.198,2.9,0,None,0
SHP001310,5.0,16,3.715,8.107,3.149,2.823,0.5924,0.6756,0.1242,0.9172,0,12.71,0.7992,0,5,3,1,1.368,1.8097,0.2661,-1.7175,0,0,3.715,3.149,0,Urban Traffic,0
SHP001311,3.32,9,3.759,5.057,3.412,1.35,0.3139,0.4258,0.0083,0.4769,0,7.1,0.591,9,1,1,2,0.657,3.1247,-0.446,0.6302,0,0,3.759,3.412,0,Urban Traffic,0
SHP001312,1.59,2,5.389,5.766,4.859,0.354,0.3982,0.4543,0.0598,0.5085,0,9.8,0.558,8,3,5,1,1.034,0.333,0.4838,-0.2186,0,0,5.389,4.859,0,Urban Traffic,0
SHP001313,12.62,16,4.084,8.341,1.892,1.716,0.3348,0.4799,0.0504,0.6983,0,10.86,0.7385,8,4,1,2,0.731,1.899,1.0756,-0.6273,1,1,4.084,1.892,1,Hub Dwell Delay,1
SHP001314,5.49,7,5.184,6.519,4.774,1.219,0.3936,0.43,0.0845,0.5338,1,14.95,0.6679,11,3,2,2,0.761,2.0273,-0.6795,-0.0646,0,1,5.184,4.774,0,Urban Traffic,0
SHP001315,1.69,3,2.718,4.742,2.706,0.415,0.3097,0.4975,0.0418,0.4989,2,18.84,0.4327,4,1,4,2,2.542,2.931,1.2944,-0.4435,0,0,2.718,2.706,0,Urban Traffic,0
SHP001316,1.51,2,4.852,5.151,4.656,0.497,0.4165,0.5624,0.0604,0.7294,0,15.6,0.6792,0,5,2,1,0.053,2.1539,-0.1003,-1.0692,0,0,4.852,4.656,0,Hub Dwell Delay,0
SHP001317,8.93,8,5.834,7.218,4.461,1.329,0.4692,0.4337,0.1164,0.5828,0,14.26,0.5572,11,3,3,1,0.596,1.3778,0.7597,0.6113,0,0,5.834,4.461,1,Urban Traffic,1
SHP001318,3.99,8,4.346,5.374,4.032,1.389,0.2483,0.5497,0.0616,0.6276,0,14.39,0.6983,5,0,2,3,1.013,1.7918,1.4939,1.1978,1,0,4.346,4.032,0,Hub Dwell Delay,0
SHP001319,7.36,13,4.539,6.984,4.146,1.257,0.4587,0.9053,0.1876,0.99,1,10.81,0.9568,1,1,2,1,0.862,0.9367,0.0431,-0.1124,1,0,4.539,4.146,0,Hub Dwell Delay,0
SHP001320,4.89,15,4.408,6.051,2.128,1.242,0.4196,0.4869,0.0867,0.7954,0,10.8,0.9978,9,2,2,2,0.599,2.9705,-1.0694,3.1581,1,0,4.408,2.128,0,Urban Traffic,0
SHP001321,5.73,10,3.358,3.849,2.391,2.406,0.4258,0.6457,0.0044,0.8243,1,5.12,0.6421,11,5,2,1,0.533,2.0218,-0.5885,0.1885,0,0,3.358,2.391,0,None,0
SHP001322,1.26,2,4.105,4.135,3.623,0.843,0.4759,0.4028,0.0449,0.4959,0,11.68,0.436,9,3,5,1,2.017,0.1687,0.3444,-1.0267,1,0,4.105,3.623,0,Urban Traffic,0
SHP001323,3.79,6,4.744,5.568,4.356,1.358,0.1938,0.5562,0.0503,0.5724,0,11.32,0.7021,8,1,4,3,0.357,2.9031,1.1527,-0.4805,0,0,4.744,4.356,0,Urban Traffic,0
SHP001324,11.85,10,3.012,3.575,1.737,1.858,0.5706,0.707,0.154,0.8772,1,4.95,0.7948,8,3,0,1,1.114,1.3483,1.0931,-0.1669,0,0,3.012,1.737,1,Refrigeration Failure,1
SHP001325,0.96,7,3.544,4.841,2.36,0.986,0.2527,0.4674,0.0581,0.6543,1,18.19,0.7563,2,2,0,1,0.59,1.4269,-0.2973,0.7033,0,0,3.544,2.36,0,Hub Dwell Delay,0
SHP001326,2.36,7,1.556,3.151,0.664,1.339,0.5216,0.4303,0.0875,0.5829,1,15.88,0.8955,6,2,1,2,0.185,0.8765,-0.7797,-0.5823,1,0,1.556,0.664,0,Urban Traffic,0
SHP001327,1.63,3,4.782,4.846,4.465,0.772,0.3178,0.4744,0.0476,0.5169,2,18.81,1.0,9,3,1,2,0.299,2.0617,-0.5426,0.8645,0,0,4.782,4.465,0,Urban Traffic,0
SHP001328,4.25,8,4.365,6.513,3.989,0.757,0.2345,0.4983,0.0837,0.5342,2,10.52,0.8355,1,3,3,2,0.259,2.7788,0.5296,0.0416,1,1,4.365,3.989,0,Urban Traffic,0
SHP001329,5.73,17,7.908,9.974,6.495,1.589,0.6362,0.3809,0.0778,0.6161,0,15.23,0.7074,3,0,4,1,0.726,2.6415,-0.5438,-0.8621,0,0,7.908,6.495,1,Refrigeration Failure,1
SHP001330,1.62,2,3.622,4.653,3.364,0.525,0.4925,0.4161,0.0464,0.4933,0,14.82,0.5422,4,2,1,1,0.025,0.6759,-0.4542,1.0567,0,0,3.622,3.364,0,Urban Traffic,0
SHP001331,3.7,17,4.299,7.764,3.52,1.782,0.5423,0.4647,0.0707,0.6899,2,15.0,0.8903,11,1,4,1,0.211,3.223,0.018,-0.37,0,0,4.299,3.52,0,Hub Dwell Delay,0
SHP001332,2.49,4,2.757,5.524,2.382,0.991,,0.462,0.0322,0.5461,2,6.93,0.7808,11,0,4,2,3.055,1.6567,0.421,0.0729,0,0,2.757,2.382,0,Urban Traffic,0
SHP001333,4.76,6,5.439,5.632,4.589,0.578,0.3291,0.5501,0.0399,0.957,0,10.47,0.6234,5,3,4,1,0.243,1.3063,0.212,0.285,1,0,5.439,4.589,0,Refrigeration Failure,0
SHP001334,4.17,22,5.273,6.003,2.68,1.423,0.6513,0.4774,0.1028,0.593,0,11.76,0.6276,3,5,5,1,0.055,2.2013,1.2223,-0.2934,0,0,5.273,2.68,0,Hub Dwell Delay,0
SHP001335,4.01,23,4.889,6.036,3.633,2.004,0.63,0.689,0.1082,0.7137,2,8.35,1.0,3,0,2,1,0.358,2.2528,-0.1981,-1.833,0,0,4.889,3.633,0,Hub Dwell Delay,0
SHP001336,3.5,15,3.48,5.2,2.832,1.632,0.5556,0.523,0.0449,0.559,1,12.88,0.7902,11,1,1,1,0.374,3.1076,0.0282,-0.386,0,0,3.48,2.832,0,Urban Traffic,0
SHP001337,1.33,5,3.315,4.217,2.99,0.579,0.3184,0.3887,0.0334,,1,10.68,0.7452,1,0,3,1,0.277,1.0628,0.8231,0.678,0,0,3.315,2.99,0,Refrigeration Failure,0
SHP001338,1.04,9,2.189,2.979,1.959,0.872,0.6028,0.4526,0.0401,0.4975,1,17.34,0.4535,11,3,3,2,0.18,0.2821,0.7324,0.5044,1,0,2.189,1.959,0,Urban Traffic,0
SHP001339,3.56,22,2.977,3.846,0.436,1.743,0.5063,0.5554,0.0994,0.838,0,16.71,0.9112,3,1,3,2,0.17,0.1141,-0.2508,0.0029,0,0,2.977,0.436,0,None,0
